timestamp_ros,time_sec,left_wheel_setpoint,left_wheel_actual,right_wheel_setpoint,right_wheel_actual,cmd_linear_x,actual_linear_x,cmd_angular_z,actual_angular_z,odom_x,odom_y,odom_yaw,odom_source,raw_actual_linear_x,raw_actual_angular_z,raw_odom_x,raw_odom_y,raw_odom_yaw,filtered_actual_linear_x,filtered_actual_angular_z,filtered_odom_x,filtered_odom_y,filtered_odom_yaw,map_x,map_y,map_yaw,imu_yaw,imu_angular_z,goal_x,goal_y,goal_yaw,nav_status,wheel_data_age_sec,cmd_vel_age_sec,odom_age_sec,raw_odom_age_sec,filtered_odom_age_sec,imu_age_sec,map_pose_age_sec,manual_mode,manual_repeat_index,manual_repeat_total,manual_step_index,manual_step_total,manual_step_elapsed_sec,manual_step_remaining_sec,manual_left_target_mps,manual_right_target_mps,note
1785154957.7703924,0.02801144499971997,0.0,0.0,0.0,0.0,0.0,-9.78557512798517e-16,0.0,1.4641066137244253e-16,1.8142028977023983,1.7668255070860737,3.0633695855888283,before_ekf,-9.78557512798517e-16,1.4641066137244253e-16,1.8142028977023983,1.7668255070860737,3.0633695855888283,-9.78557511261534e-16,1.4641066137244253e-16,1.8151520644042438,1.8123216283109795,3.0630461029909757,nan,nan,nan,nan,nan,nan,nan,nan,,0.051843367000401486,0.041595367998525035,0.031135691999224946,0.031135691999224946,0.020634902000892907,nan,nan,profile,1,1,1,2,0.028743743896484375,9.971256256103516,0.6,0.3,
1785154957.8549309,0.1125364850013284,0.0,0.0,0.0,0.0,0.0,-9.78557512798517e-16,0.0,1.4641066137244253e-16,1.8142028977023983,1.7668255070860737,3.0633695855888283,before_ekf,-9.78557512798517e-16,1.4641066137244253e-16,1.8142028977023983,1.7668255070860737,3.0633695855888283,-9.785575113638633e-16,1.4641066137244253e-16,1.8151520644042438,1.8123216283109795,3.0630461029909757,nan,nan,nan,nan,nan,nan,nan,nan,,0.05205109300004551,0.04176029700101935,0.0311967720008397,0.0311967720008397,0.02080140200268943,nan,nan,profile,1,1,1,2,0.11283683776855469,9.887163162231445,0.6,0.3,
1785154957.9397314,0.19735013600075035,6.666666666666665,0.0,3.3333333333333335,0.0,0.44999999999999996,-9.78557512798517e-16,-0.5260389268805891,1.4641066137244253e-16,1.8142028977023983,1.7668255070860737,3.0633695855888283,before_ekf,-9.78557512798517e-16,1.4641066137244253e-16,1.8142028977023983,1.7668255070860737,3.0633695855888283,-9.785575112385463e-16,1.4641066137244253e-16,1.8151520644042438,1.8123216283109795,3.0630461029909757,nan,nan,nan,nan,nan,nan,nan,nan,,0.05275124000036158,0.04226214500158676,0.03153822900276282,0.03153822900276282,0.020992593999835663,nan,nan,profile,1,1,1,2,0.19769668579101562,9.802303314208984,0.6,0.3,
1785154958.0232627,0.28088043200114043,6.666666666666665,0.0,3.3333333333333335,0.0,0.44999999999999996,-9.78557512798517e-16,-0.5260389268805891,1.4641066137244253e-16,1.8142028977023983,1.7668255070860737,3.0633695855888283,before_ekf,-9.78557512798517e-16,1.4641066137244253e-16,1.8142028977023983,1.7668255070860737,3.0633695855888283,-9.785575111908425e-16,1.4641066137244253e-16,1.8151520644042438,1.8123216283109795,3.0630461029909757,nan,nan,nan,nan,nan,nan,nan,nan,,0.05196296500071185,0.041685918000439415,0.031221828001434915,0.031221828001434915,0.02077472600285546,nan,nan,profile,1,1,1,2,0.2811472415924072,9.718852758407593,0.6,0.3,
1785154958.1065063,0.36412478200145415,6.666666666666665,0.0,3.3333333333333335,0.0,0.44999999999999996,-9.78557512798517e-16,-0.5260389268805891,1.4641066137244253e-16,1.8142028977023983,1.7668255070860737,3.0633695855888283,before_ekf,-9.78557512798517e-16,1.4641066137244253e-16,1.8142028977023983,1.7668255070860737,3.0633695855888283,-9.785575116007955e-16,1.4641066137244253e-16,1.8151520644042438,1.8123216283109795,3.0630461029909757,nan,nan,nan,nan,nan,nan,nan,nan,,0.051956729002995417,0.04172804200061364,0.03131631500218646,0.03131631500218646,0.020791533002920914,nan,nan,profile,1,1,1,2,0.36440610885620117,9.635593891143799,0.6,0.3,
1785154958.1907446,0.44836237599884043,6.666666666666665,0.0,3.3333333333333335,0.0,0.44999999999999996,-9.78557512798517e-16,-0.5260389268805891,1.4641066137244253e-16,1.8142028977023983,1.7668255070860737,3.0633695855888283,before_ekf,-9.78557512798517e-16,1.4641066137244253e-16,1.8142028977023983,1.7668255070860737,3.0633695855888283,0.002715828069119737,-0.002461771911299465,1.814986112860999,1.8123346901051665,3.062922662886195,nan,nan,nan,nan,nan,nan,nan,nan,,0.05257032299778075,0.04228667999996105,0.03167857799780904,0.03167857799780904,0.021010396998462966,nan,nan,profile,1,1,1,2,0.4486699104309082,9.551330089569092,0.6,0.3,
1785154958.274923,0.5325289350003004,6.666666666666665,0.0,3.3333333333333335,0.0,0.44999999999999996,-9.78557512798517e-16,-0.5260389268805891,1.4641066137244253e-16,1.8142028977023983,1.7668255070860737,3.0633695855888283,before_ekf,-9.78557512798517e-16,1.4641066137244253e-16,1.8142028977023983,1.7668255070860737,3.0633695855888283,0.011663559952272012,-0.004424767044290144,1.8139887526791316,1.8124133321632936,3.0626138138999446,nan,nan,nan,nan,nan,nan,nan,nan,,0.05214505199910491,0.041774354001972824,0.03126236200114363,0.03126236200114363,0.020711003002361394,nan,nan,profile,1,1,1,2,0.5327498912811279,9.467250108718872,0.6,0.3,
1785154958.3480587,0.6056764159984596,6.666666666666665,0.0,3.3333333333333335,0.0,0.44999999999999996,-9.78557512798517e-16,-0.5260389268805891,1.4641066137244253e-16,1.8142028977023983,1.7668255070860737,3.0633695855888283,before_ekf,-9.78557512798517e-16,1.4641066137244253e-16,1.8142028977023983,1.7668255070860737,3.0633695855888283,0.011663559952272012,-0.004424767044290144,1.8139887526791316,1.8124133321632936,3.0626138138999446,nan,nan,nan,nan,nan,nan,nan,nan,,0.041527614997903584,0.03131949999806238,0.02088907399956952,0.02088907399956952,0.09385848400052055,nan,nan,profile,1,1,1,2,0.6059329509735107,9.39406704902649,0.6,0.3,
1785154958.4311264,0.6887450860012905,6.666666666666665,0.0,3.3333333333333335,0.0,0.44999999999999996,-9.78557512798517e-16,-0.5260389268805891,1.4641066137244253e-16,1.8142028977023983,1.7668255070860737,3.0633695855888283,before_ekf,-9.78557512798517e-16,1.4641066137244253e-16,1.8142028977023983,1.7668255070860737,3.0633695855888283,0.040516493278182894,-0.010638599735201797,1.8100426231146758,1.8127262184268358,3.061552304109962,nan,nan,nan,nan,nan,nan,nan,nan,,0.05171943400273449,0.041470075000688666,0.03106957300042268,0.03106957300042268,0.02070514099978027,nan,nan,profile,1,1,1,2,0.6889445781707764,9.311055421829224,0.6,0.3,
1785154958.5146399,0.7722579639994365,6.666666666666665,0.0,3.3333333333333335,0.0,0.44999999999999996,-9.78557512798517e-16,-0.5260389268805891,1.4641066137244253e-16,1.8142028977023983,1.7668255070860737,3.0633695855888283,before_ekf,-9.78557512798517e-16,1.4641066137244253e-16,1.8142028977023983,1.7668255070860737,3.0633695855888283,0.06229190706532701,-0.013730760123629386,1.8060686012083693,1.813044125601706,3.0606878462017084,nan,nan,nan,nan,nan,nan,nan,nan,,0.05226865299846395,0.0419916690007085,0.031259135001164395,0.031259135001164395,0.020742145999975037,nan,nan,profile,1,1,1,2,0.7724621295928955,9.227537870407104,0.6,0.3,
