timestamp_ros,time_sec,left_wheel_setpoint,left_wheel_actual,right_wheel_setpoint,right_wheel_actual,cmd_linear_x,actual_linear_x,cmd_angular_z,actual_angular_z,odom_x,odom_y,odom_yaw,odom_source,raw_actual_linear_x,raw_actual_angular_z,raw_odom_x,raw_odom_y,raw_odom_yaw,filtered_actual_linear_x,filtered_actual_angular_z,filtered_odom_x,filtered_odom_y,filtered_odom_yaw,map_x,map_y,map_yaw,imu_yaw,imu_angular_z,goal_x,goal_y,goal_yaw,nav_status,wheel_data_age_sec,cmd_vel_age_sec,odom_age_sec,raw_odom_age_sec,filtered_odom_age_sec,imu_age_sec,map_pose_age_sec,manual_mode,manual_repeat_index,manual_repeat_total,manual_step_index,manual_step_total,manual_step_elapsed_sec,manual_step_remaining_sec,manual_left_target_mps,manual_right_target_mps,note
1785155916.7427628,0.0836338729968702,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,before_ekf,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0,nan,nan,nan,,nan,nan,nan,nan,nan,0.008598618998803431,nan,stopped,nan,nan,nan,nan,nan,nan,0.0,0.0,Nav2 real robot
1785155916.7932267,0.13410392500009038,nan,0.0,nan,0.0,nan,-4.8398784979752915e-17,nan,-1.0477729794899915e-16,1.7330266345078367,-0.3870368527705909,-0.5866730100075661,before_ekf,-4.8398784979752915e-17,-1.0477729794899915e-16,1.7330266345078367,-0.3870368527705909,-0.5866730100075661,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0,nan,nan,nan,,0.005240069000137737,nan,0.0004125800005567726,0.0004125800005567726,nan,0.004923364002024755,nan,stopped,nan,nan,nan,nan,nan,nan,0.0,0.0,Nav2 real robot
1785155916.8433967,0.18426921799982665,nan,0.0,nan,0.0,nan,-4.8398784979752915e-17,nan,-1.0477729794899915e-16,1.7330266345078367,-0.3870368527705909,-0.5866730100075661,before_ekf,-4.8398784979752915e-17,-1.0477729794899915e-16,1.7330266345078367,-0.3870368527705909,-0.5866730100075661,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0,nan,nan,nan,,0.024586783001723234,nan,0.05057787300029304,0.05057787300029304,nan,0.009512970002106158,nan,stopped,nan,nan,nan,nan,nan,nan,0.0,0.0,Nav2 real robot
1785155916.892585,0.2334619399989606,nan,0.0,nan,0.0,nan,-4.8398784979752915e-17,nan,-1.0477729794899915e-16,1.7330266345078367,-0.3870368527705909,-0.5866730100075661,before_ekf,-4.8398784979752915e-17,-1.0477729794899915e-16,1.7330266345078367,-0.3870368527705909,-0.5866730100075661,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0,nan,nan,nan,,0.008163979000528343,nan,0.040327597002033144,0.040327597002033144,nan,0.008621059001598042,nan,stopped,nan,nan,nan,nan,nan,nan,0.0,0.0,Nav2 real robot
1785155916.943159,0.2840300619973277,nan,0.0,nan,0.0,nan,-4.8398784979752915e-17,nan,-1.0477729794899915e-16,1.7330266345078367,-0.3870368527705909,-0.5866730100075661,before_ekf,-4.8398784979752915e-17,-1.0477729794899915e-16,1.7330266345078367,-0.3870368527705909,-0.5866730100075661,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0,nan,nan,nan,,0.02494567699977779,nan,0.024521321996871848,0.024521321996871848,nan,0.008793247998255538,nan,stopped,nan,nan,nan,nan,nan,nan,0.0,0.0,Nav2 real robot
1785155916.9927368,0.3336124439993,nan,0.0,nan,0.0,nan,-4.8398784979752915e-17,nan,-1.0477729794899915e-16,1.7330266345078367,-0.3870368527705909,-0.5866730100075661,before_ekf,-4.8398784979752915e-17,-1.0477729794899915e-16,1.7330266345078367,-0.3870368527705909,-0.5866730100075661,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0,nan,nan,nan,,0.007178464999014977,nan,0.008169278000423219,0.008169278000423219,nan,0.007974731001013424,nan,stopped,nan,nan,nan,nan,nan,nan,0.0,0.0,Nav2 real robot
1785155917.0427036,0.3835770469995623,nan,0.0,nan,0.0,nan,-4.8398784979752915e-17,nan,-1.0477729794899915e-16,1.7330266345078367,-0.3870368527705909,-0.5866730100075661,before_ekf,-4.8398784979752915e-17,-1.0477729794899915e-16,1.7330266345078367,-0.3870368527705909,-0.5866730100075661,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0,nan,nan,nan,,0.0250036249999539,nan,0.058133881000685506,0.058133881000685506,nan,0.008180890999938129,nan,stopped,nan,nan,nan,nan,nan,nan,0.0,0.0,Nav2 real robot
1785155917.0925832,0.4334613190003438,nan,0.0,nan,0.0,nan,-4.8398784979752915e-17,nan,-1.0477729794899915e-16,1.7330266345078367,-0.3870368527705909,-0.5866730100075661,before_ekf,-4.8398784979752915e-17,-1.0477729794899915e-16,1.7330266345078367,-0.3870368527705909,-0.5866730100075661,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0,nan,nan,nan,,0.007262039001943776,nan,0.040843012000550516,0.040843012000550516,nan,0.007873845002905,nan,stopped,nan,nan,nan,nan,nan,nan,0.0,0.0,Nav2 real robot
1785155917.1427386,0.483614258999296,nan,0.0,nan,0.0,nan,-4.8398784979752915e-17,nan,-1.0477729794899915e-16,1.7330266345078367,-0.3870368527705909,-0.5866730100075661,before_ekf,-4.8398784979752915e-17,-1.0477729794899915e-16,1.7330266345078367,-0.3870368527705909,-0.5866730100075661,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0,nan,nan,nan,,0.02416178199928254,nan,0.023194057001092006,0.023194057001092006,nan,0.008697825000126613,nan,stopped,nan,nan,nan,nan,nan,nan,0.0,0.0,Nav2 real robot
1785155917.1925993,0.5334770070003287,nan,0.0,nan,0.0,nan,-4.8398784979752915e-17,nan,-1.0477729794899915e-16,1.7330266345078367,-0.3870368527705909,-0.5866730100075661,before_ekf,-4.8398784979752915e-17,-1.0477729794899915e-16,1.7330266345078367,-0.3870368527705909,-0.5866730100075661,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0,nan,nan,nan,,0.008141568003338762,nan,0.04002568300347775,0.04002568300347775,nan,0.007097295001585735,nan,stopped,nan,nan,nan,nan,nan,nan,0.0,0.0,Nav2 real robot
