timestamp_ros,time_sec,left_wheel_setpoint,left_wheel_actual,right_wheel_setpoint,right_wheel_actual,cmd_linear_x,actual_linear_x,cmd_angular_z,actual_angular_z,odom_x,odom_y,odom_yaw,odom_source,odom_capture_mode,raw_actual_linear_x,raw_actual_angular_z,raw_odom_x,raw_odom_y,raw_odom_yaw,filtered_actual_linear_x,filtered_actual_angular_z,filtered_odom_x,filtered_odom_y,filtered_odom_yaw,map_x,map_y,map_yaw,imu_yaw,imu_angular_z,goal_x,goal_y,goal_yaw,nav_status,wheel_data_age_sec,cmd_vel_age_sec,odom_age_sec,raw_odom_age_sec,filtered_odom_age_sec,imu_age_sec,map_pose_age_sec,manual_mode,manual_repeat_index,manual_repeat_total,manual_step_index,manual_step_total,manual_step_elapsed_sec,manual_step_remaining_sec,manual_left_target_mps,manual_right_target_mps,note
1785159573.9385245,0.009420063001016388,0.0,0.0,0.0,0.0,0.0,-1.3877787807814458e-18,0.0,-2.6575963651964683e-16,0.04602853976215533,0.012560945952911354,0.1479077025230311,before_ekf,both,-1.3877787807814458e-18,-2.6575963651964683e-16,0.04602853976215533,0.012560945952911354,0.1479077025230311,-1.3877787807814458e-18,-1.5856275206084592e-16,0.04670043253936515,0.011474798264226975,0.12695133262904437,nan,nan,nan,nan,0.0,nan,nan,nan,,0.07046993000039947,0.05707789399821195,0.04513106900049024,0.04513106900049024,0.03383468699757941,0.022674625000945525,nan,profile,1,1,1,2,0.013434171676635742,99.98656582832336,0.8,-0.8,
1785159574.0944312,0.16533379400061676,0.0,0.0,0.0,0.0,0.0,-1.3877787807814458e-18,0.0,-2.6575963651964683e-16,0.04602853976215533,0.012560945952911354,0.1479077025230311,before_ekf,both,-1.3877787807814458e-18,-2.6575963651964683e-16,0.04602853976215533,0.012560945952911354,0.1479077025230311,-1.3877787807814458e-18,-1.2514938501075625e-16,0.04670043253936515,0.011474798264226975,0.12695133262904437,nan,nan,nan,nan,0.0,nan,nan,nan,,0.06862613900011638,0.05730539899741416,0.04549579399827053,0.04549579399827053,0.03323871499742381,0.022024195997801144,nan,profile,1,1,1,2,0.16608595848083496,99.83391404151917,0.8,-0.8,
1785159574.2000341,0.27093693900314975,8.888888888888891,0.0,-8.888888888888891,0.0,0.0,-1.3877787807814458e-18,-2.8055409433631424,-2.6575963651964683e-16,0.04602853976215533,0.012560945952911354,0.1479077025230311,before_ekf,both,-1.3877787807814458e-18,-2.6575963651964683e-16,0.04602853976215533,0.012560945952911354,0.1479077025230311,-1.3877787807814458e-18,-1.3186583422794659e-16,0.04670043253936515,0.011474798264226975,0.12695133262904437,nan,nan,nan,nan,0.0,nan,nan,nan,,0.06906703900313005,0.05808085100215976,0.04572472600193578,0.04572472600193578,0.033581024003069615,0.02205730800051242,nan,profile,1,1,1,2,0.27167391777038574,99.72832608222961,0.8,-0.8,
1785159574.3011239,0.3720273890030512,8.888888888888891,0.0,-8.888888888888891,0.0,0.0,-1.3877787807814458e-18,-2.8055409433631424,-2.6575963651964683e-16,0.04602853976215533,0.012560945952911354,0.1479077025230311,before_ekf,both,-1.3877787807814458e-18,-2.6575963651964683e-16,0.04602853976215533,0.012560945952911354,0.1479077025230311,-1.3877787807814458e-18,-1.4090444330661626e-16,0.04670043253936515,0.011474798264226975,0.12695133262904437,nan,nan,nan,nan,0.0,nan,nan,nan,,0.06718668900066405,0.05633502300042892,0.04491023900118307,0.04491023900118307,0.033165945002110675,0.022129000000859378,nan,profile,1,1,1,2,0.3728303909301758,99.62716960906982,0.8,-0.8,
1785159574.4050536,0.47595183000157704,8.888888888888891,0.0,-8.888888888888891,0.0,0.0,-1.3877787807814458e-18,-2.8055409433631424,-2.6575963651964683e-16,0.04602853976215533,0.012560945952911354,0.1479077025230311,before_ekf,both,-1.3877787807814458e-18,-2.6575963651964683e-16,0.04602853976215533,0.012560945952911354,0.1479077025230311,-1.3877787807814458e-18,-1.3787920761025927e-16,0.04670043253936515,0.011474798264226975,0.12695133262904437,nan,nan,nan,nan,0.0,nan,nan,nan,,0.06889500800025417,0.05783603999952902,0.04544211699976586,0.04544211699976586,0.03370846300094854,0.02235271199970157,nan,profile,1,1,1,2,0.4767568111419678,99.52324318885803,0.8,-0.8,
1785159574.5073452,0.578243479001685,8.888888888888891,0.0,-8.888888888888891,0.0,0.0,-1.3877787807814458e-18,-2.8055409433631424,-2.6575963651964683e-16,0.04602853976215533,0.012560945952911354,0.1479077025230311,before_ekf,both,-1.3877787807814458e-18,-2.6575963651964683e-16,0.04602853976215533,0.012560945952911354,0.1479077025230311,-1.3877787807814458e-18,-1.4093694738125877e-16,0.04670043253936515,0.011474798264226975,0.12695133262904437,nan,nan,nan,nan,0.0,nan,nan,nan,,0.06753337700138218,0.056554816001153085,0.04482716799975606,0.04482716799975606,0.03354020299957483,0.02256655300152488,nan,profile,1,1,1,2,0.5791769027709961,99.420823097229,0.8,-0.8,
1785159574.610341,0.6812446890035062,8.888888888888891,0.0,-8.888888888888891,0.0,0.0,-1.3877787807814458e-18,-2.8055409433631424,-2.6575963651964683e-16,0.04602853976215533,0.012560945952911354,0.1479077025230311,before_ekf,both,-1.3877787807814458e-18,-2.6575963651964683e-16,0.04602853976215533,0.012560945952911354,0.1479077025230311,-1.3877787807814458e-18,-1.342495936437475e-16,0.04670043253936515,0.011474798264226975,0.12695133262904437,nan,nan,nan,nan,0.0,nan,nan,nan,,0.06846626900005504,0.056891522002842976,0.044877052001538686,0.044877052001538686,0.03303788400080521,0.021964928000670625,nan,profile,1,1,1,2,0.6819117069244385,99.31808829307556,0.8,-0.8,
1785159574.711319,0.7822209670011944,8.888888888888891,0.0,-8.888888888888891,0.0,0.0,-1.3877787807814458e-18,-2.8055409433631424,-2.6575963651964683e-16,0.04602853976215533,0.012560945952911354,0.1479077025230311,before_ekf,both,-1.3877787807814458e-18,-2.6575963651964683e-16,0.04602853976215533,0.012560945952911354,0.1479077025230311,-1.3877787807814458e-18,-1.4064462671233467e-16,0.04670043253936515,0.011474798264226975,0.12695133262904437,nan,nan,nan,nan,0.0,nan,nan,nan,,0.06676475600033882,0.05600474799939548,0.044568458000867395,0.044568458000867395,0.03301199999987148,0.02195857100014109,nan,profile,1,1,1,2,0.7829136848449707,99.21708631515503,0.8,-0.8,
1785159574.8126264,0.8835087700026634,8.888888888888891,0.0,-8.888888888888891,0.0,0.0,-1.3877787807814458e-18,-2.8055409433631424,-2.6575963651964683e-16,0.04602853976215533,0.012560945952911354,0.1479077025230311,before_ekf,both,-1.3877787807814458e-18,-2.6575963651964683e-16,0.04602853976215533,0.012560945952911354,0.1479077025230311,-1.3877787807814458e-18,-1.451344541766487e-16,0.04670043253936515,0.011474798264226975,0.12695133262904437,nan,nan,nan,nan,0.0,nan,nan,nan,,0.06749948500146274,0.056521001999499276,0.04514927600030205,0.04514927600030205,0.033796061001339694,0.02258716500000446,nan,profile,1,1,1,2,0.8845059871673584,99.11549401283264,0.8,-0.8,
1785159574.9150717,0.985969509001734,8.888888888888891,0.0,-8.888888888888891,0.0,0.0,-1.3877787807814458e-18,-2.8055409433631424,-2.6575963651964683e-16,0.04602853976215533,0.012560945952911354,0.1479077025230311,before_ekf,both,-1.3877787807814458e-18,-2.6575963651964683e-16,0.04602853976215533,0.012560945952911354,0.1479077025230311,-1.3877787807814458e-18,-1.41145457235645e-16,0.04670043253936515,0.011474798264226975,0.12695133262904437,nan,nan,nan,nan,0.0,nan,nan,nan,,0.06756989100176725,0.056635107001056895,0.045319135999307036,0.045319135999307036,0.03413936599827139,0.023070021001331042,nan,profile,1,1,1,2,0.9870128631591797,99.01298713684082,0.8,-0.8,
